ICD10,ICD10 String,old_PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string,PheCode
J01.4,Acute pansinusitis,464,Acute sinusitis,460-469.99,acute upper respiratory infections,Both,0.0,9.0,respiratory,RE_462.1
J11.8,"Influenza with other manifestations, virus not identified",1010,Other tests,,,Both,0.0,0.0,other,ID_089.2
J12.0,Adenoviral pneumonia,480.2,Viral pneumonia,480-488.99,Pneumonia and influenza,Both,0.0,9.0,respiratory,RE_468.1
J12.8,Other viral pneumonia,480.2,Viral pneumonia,480-488.99,Pneumonia and influenza,Both,0.0,9.0,respiratory,RE_468.1
J15.1,Pneumonia due to Pseudomonas,480.12,Pseudomonal pneumonia,480-488.99,Pneumonia and influenza,Both,0.0,9.0,respiratory,RE_468.22
J18.2,"Hypostatic pneumonia, unspecified",503,Pulmonary congestion and hypostasis,500-509.99,Pneumoconioses and other lung diseases,Both,0.0,9.0,respiratory,RE_480
J20.4,Acute bronchitis due to parainfluenza virus,079,Viral infection,050-079.99,Viral infection,,0.0,1.0,infectious diseases,RE_469.1
J22,Unspecified acute lower respiratory infection,519.8,"Other diseases of respiratory system, NEC",519-519.99,tracheostomy complications,Both,0.0,9.0,respiratory,RE_460.2
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",472,Chronic pharyngitis and nasopharyngitis,470-479.99,other/chronic upper respiratory disease,,0.0,9.0,respiratory,RE_465.2
J33,Nasal polyp,471,Nasal polyps,470-479.99,other/chronic upper respiratory disease,,0.0,9.0,respiratory,RE_471.5
J34.8,Other specified disorders of nose and nasal sinuses,479,Other upper respiratory disease,470-479.99,other/chronic upper respiratory disease,Both,0.0,9.0,respiratory,RE_471
J35.0,Chronic tonsillitis,474.2,Chronic tonsillitis and adenoiditis,470-479.99,other/chronic upper respiratory disease,Both,0.0,9.0,respiratory,RE_466.2
J39.2,Other diseases of pharynx,479,Other upper respiratory disease,470-479.99,other/chronic upper respiratory disease,Both,0.0,9.0,respiratory,RE_486
J39.9,"Disease of upper respiratory tract, unspecified",479,Other upper respiratory disease,470-479.99,other/chronic upper respiratory disease,Both,0.0,9.0,respiratory,RE_486
J40,"Bronchitis, not specified as acute or chronic",497,Bronchitis,490-498.99," chronic obstructive pulmonary disease, bronchiectasis, asthma",Both,0.0,9.0,respiratory,RE_469
J41.0,Simple chronic bronchitis,496.2,Chronic bronchitis,490-498.99," chronic obstructive pulmonary disease, bronchiectasis, asthma",Both,0.0,9.0,respiratory,RE_474
J43.9,"Emphysema, unspecified",496.1,Emphysema,490-498.99," chronic obstructive pulmonary disease, bronchiectasis, asthma",Both,0.0,9.0,respiratory,RE_474.1
J45.9,"Asthma, unspecified",495,Asthma,490-498.99," chronic obstructive pulmonary disease, bronchiectasis, asthma",,0.0,9.0,respiratory,RE_475
J60,Coalworker pneumoconiosis,500.2,Pneumoconiosis,500-509.99,Pneumoconioses and other lung diseases,Both,0.0,9.0,respiratory,RE_477.1
J63.4,Siderosis,500.2,Pneumoconiosis,500-509.99,Pneumoconioses and other lung diseases,Both,0.0,9.0,respiratory,RE_477.1
J66.2,Cannabinosis,500.1,Extrinsic allergic alveolitis,500-509.99,Pneumoconioses and other lung diseases,Both,0.0,9.0,respiratory,RE_477
J67.4,Maltworker lung,500.1,Extrinsic allergic alveolitis,500-509.99,Pneumoconioses and other lung diseases,Both,0.0,9.0,respiratory,RE_477.2
E22.1,Hyperprolactinaemia,253.1,Pituitary hyperfunction,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_209.1
E22.2,Syndrome of inappropriate secretion of antidiuretic hormone,253.7,Other disorders of neurohypophysis,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_209.1
E23.0,Hypopituitarism,253.2,Pituitary hypofunction,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_209
E24.0,Pituitary-dependent Cushing disease,255.11,Cushing's syndrome,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_211.1
E25.9,"Adrenogenital disorder, unspecified",255.3,Adrenogenital disorders,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_211
E27.3,Drug-induced adrenocortical insufficiency,255.21,Glucocorticoid deficiency,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_211.2
E28.1,Ovarian dysfunction: Androgen excess,256,Ovarian dysfunction,251-259.99,Other endocrine disorders,Female,0.0,3.0,endocrine/metabolic,EM_214.2
E32.0,Persistent hyperplasia of thymus,254,Diseases of thymus gland,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_220
E34.0,Carcinoid syndrome,259.2,Carcinoid syndrome,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,CA_114.4
E41,Nutritional marasmus,260.22,Nutritional marasmus,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_230
E50.4,Vitamin A deficiency with keratomalacia,261.1,Vitamin A deficiency,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_232
E50.6,Vitamin A deficiency with xerophthalmic scars of cornea,261.1,Vitamin A deficiency,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_232
E53.0,Riboflavin deficiency,261.2,Vitamin B-complex deficiencies,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_232.2
E58,Dietary calcium deficiency,262,Mineral deficiency NEC,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_247.5
E61.2,Magnesium deficiency,262,Mineral deficiency NEC,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_247.4
E61.6,Vanadium deficiency,262,Mineral deficiency NEC,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_247.8
E64.2,Sequelae of vitamin C deficiency,261.3,Vitamin C deficiencies,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_232
E70,Disorders of aromatic amino-acid metabolism,270.1,Disturbances of amino-acid transport,269-270.99,Disorders of amino-acid transport/metabolism,Both,0.0,3.0,endocrine/metabolic,GE_962
E71.3,Disorders of fatty-acid metabolism,277.5,Other disorders of lipoid metabolism,277-277.99,Other/unspecified disorders of metabolism,,0.0,3.0,endocrine/metabolic,GE_962
E73,Lactose intolerance,271.3,Intestinal disaccharidase deficiencies and disaccharide malabsorption,271-271.99,Disorders of carbohydrate transport &amp; metabolism,Both,0.0,3.0,endocrine/metabolic,EM_252.5
E74.2,Disorders of galactose metabolism,271.9,Other disorders of carbohydrate transport and metabolism,271-271.99,Disorders of carbohydrate transport &amp; metabolism,Both,0.0,3.0,endocrine/metabolic,GE_964
E80.1,Porphyria cutanea tarda,277.1,Disorders of porphyrin metabolism,277-277.99,Other/unspecified disorders of metabolism,Both,0.0,3.0,endocrine/metabolic,GE_966.2
E80.5,Crigler-Najjar syndrome,277.4,Disorders of bilirubin excretion,277-277.99,Other/unspecified disorders of metabolism,,0.0,3.0,endocrine/metabolic,GE_966.4
E83.3,Disorders of phosphorus metabolism and phosphatases,275.53,Disorders of phosphorus metabolism,275-275.99,Disorders of mineral metabolism,Both,0.0,3.0,endocrine/metabolic,EM_247
E84.1,Cystic fibrosis with intestinal manifestations,499,Cystic fibrosis,499-499.99,Cystic fibrosis (move?),Both,0.0,9.0,respiratory,GE_979
E84.8,Cystic fibrosis with other manifestations,499,Cystic fibrosis,499-499.99,Cystic fibrosis (move?),Both,0.0,9.0,respiratory,GE_979
E87.2,Acidosis,276.41,Acidosis,276-276.99,"Disorders of fluid, electrolyte, and acid-base balance",Both,0.0,3.0,endocrine/metabolic,EM_256.3
F00.0,Dementia in Alzheimer disease with early onset,290.11,Alzheimer's disease,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,NS_328.1
F07.2,Postconcussional syndrome,291.4,Specific nonpsychotic mental disorders due to brain damage,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,NS_346
F11.7,"Mental and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280.2
F12.0,"Mental and behavioural disorders due to use of cannabinoids, acute intoxication",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280
F12.8,"Mental and behavioural disorders due to use of cannabinoids, other mental and behavioural disorders",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280
F13.2,"Mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280.41
F14.2,"Mental and behavioural disorders due to use of cocaine, dependence syndrome",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280.51
F14.9,"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280
F16.3,"Mental and behavioural disorders due to use of hallucinogens, withdrawal state",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280.9
F19.5,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, psychotic disorder",290.3,Other persistent mental disorders due to conditions classified elsewhere,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,MB_280.8
F20.2,Catatonic schizophrenia,295.1,Schizophrenia,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_287
F22.9,"Persistent delusional disorder, unspecified",295.2,Paranoid disorders,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_287
F32.3,Severe depressive episode with psychotic symptoms,,,,,,,,,MB_286
F34.1,Dysthymia,300.4,Dysthymic disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_286
F43.1,Post-traumatic stress disorder,300.9,Posttraumatic stress disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_290
F45.4,Persistent somatoform pain disorder,303.4,Somatoform disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_291
F51.4,Sleep terrors [night terrors],327.5,Parasomnia,327-328.99,Sleep disorders,Both,0.0,6.0,neurological,NS_333.5
F55,Abuse of non-dependence-producing substances,316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280
F60.4,Histrionic personality disorder,301,Personality disorders,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_296
F60.7,Dependent personality disorder,301,Personality disorders,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_296
F81.0,Specific reading disorder,315.1,Learning disorder,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_302
F95.1,Chronic motor or vocal tic disorder,313.2,Tics and stuttering,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_305.1
G00.3,Staphylococcal meningitis,320,Meningitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_320.1
G03.2,Benign recurrent meningitis [Mollaret],320,Meningitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_320
G06.2,"Extradural and subdural abscess, unspecified",324,Other CNS infection and poliomyelitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_322
G24.2,Idiopathic nonfamilial dystonia,333.4,Torsion dystonia,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_324.3
G30.0,Alzheimer disease with early onset,290.11,Alzheimer's disease,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,NS_328.1
G37.0,Diffuse sclerosis,341,Other demyelinating diseases of central nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_326
G37.4,Subacute necrotizing myelitis,323.8,"Encephalitis, non-infectious",320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,Both,0.0,6.0,neurological,NS_321
G40.9,"Epilepsy, unspecified",345,"Epilepsy, recurrent seizures, convulsions","330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_330
G43.0,Migraine without aura [common migraine],340,Migraine,339-340.99,Headache; including migraine,,0.0,6.0,neurological,NS_331
G43.1,Migraine with aura [classical migraine],340.1,Migrain with aura,339-340.99,Headache; including migraine,Both,0.0,6.0,neurological,NS_331.6
G43.3,Complicated migraine,340.1,Migrain with aura,339-340.99,Headache; including migraine,Both,0.0,6.0,neurological,NS_331
G44.4,"Drug-induced headache, not elsewhere classified",339,Other headache syndromes,339-340.99,Headache; including migraine,,0.0,6.0,neurological,NS_331
G45.0,Vertebro-basilar artery syndrome,433.31,Transient cerebral ischemia,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433.3
G45.1,Carotid artery syndrome (hemispheric),433.31,Transient cerebral ischemia,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433.3
G46.0,Middle cerebral artery syndrome,433.31,Transient cerebral ischemia,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433.3
G47.0,Disorders of initiating and maintaining sleep [insomnias],327.41,Organic or persistent insomnia,327-328.99,Sleep disorders,Both,0.0,6.0,neurological,NS_333
G52.2,Disorders of vagus nerve,352,Disorders of other cranial nerves,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_334
G54.7,Phantom limb syndrome without pain,353,Nerve root and plexus disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_335
G55.1,Nerve root and plexus compressions in intervertebral disc disorders,722.9,Other and unspecified disc disorder,720-724.99,DORSOPATHIES,Both,0.0,14.0,musculoskeletal,NS_335
G55.3,Nerve root and plexus compressions in other dorsopathies,353,Nerve root and plexus disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_335
G57.1,Meralgia paraesthetica,351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336.5
G57.2,Lesion of femoral nerve,351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336
G71.1,Myotonic disorders,359.1,Muscular dystrophies,356-359.99,Disorders of the peripheral nervous system,Both,0.0,6.0,neurological,NS_339
G82.4,Spastic tetraplegia,344,Other paralytic syndromes,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_342
G83.4,Cauda equina syndrome,344,Other paralytic syndromes,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_341
G90.0,Idiopathic peripheral autonomic neuropathy,337.1,Peripheral autonomic neuropathy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_343
G92,Toxic encephalopathy,349,Other and unspecified disorders of the nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_345
G93.0,Cerebral cysts,348.4,Cerebral cysts,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_347
G95.0,Syringomyelia and syringobulbia,334,Degenerative disease of the spinal cord,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_348
G96.1,"Disorders of meninges, not elsewhere classified",349,Other and unspecified disorders of the nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_347
H00.0,Hordeolum and other deep inflammation of eyelid,371.3,Inflammation of eyelids,369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_360
H02.3,Blepharochalasis,374.3,Ptosis of eyelid,369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_361
H04.3,Acute and unspecified inflammation of lacrimal passages,375,Disorders of lacrimal system,375-379.99,other eye disorders,,0.0,7.0,sense organs,SO_363
